Name,URL,Description,Price,Process Method,Total Score,Cultivar,Farm Gate,Region,Processing,Drying Method,Arrival Date,Lot Size,Bag Size,Packaging,Cultivar Detail,Grade,Appearance,Roast Recommendations,Type,Farm Notes,Latitude,Longitude,DryFragrance,WetAroma,Brightness,FlavorCup,CupBody,Finish,Sweetness,CleanCup,Complexity,Uniformity,Floral,Honey,Sugar,Caramel,Fruit,Citrus,Berry,Cocoa,Nuts,Rustic,Spice,FlavorBody
Ethiopia Dry Process Fitsume,https://www.sweetmarias.com/ethiopia-dry-process-fitsume-7712.html,"This natural process coffee carries dynamic flavors and attractive aromatics when roasted light, with notes of peach cobbler, marmalade, lime zest, rue herb, coriander, rustic cocoa, and a tangy acidic aspect. City to Full City.",8.45,Dry Process (Natural),91.6,Heirloom Types,Yes,"Gerba Doku, Bule Hora, Guji Zone",Dry Process (Natural),Raised Bed Sun-Dried,August 2023 Arrival,60,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".5 d/300gr, 14+ screen",City to Full City,Farm Gate,"The Fitsume lot was processed at the Gerba Doku mill, not far from Gerba town, Guji Zone. ""Fitsume"" is the name this group uses for their top grades. It roughly translates to ""perfection"", and a lot of labor goes into acheiving that status! First, the coffee cherry is floated in water to remove any underripe coffee, which typically floats to the top, while the ripe coffee sinks. Once the coffee is moved to the drying tables it undergoes several more rounds of hand sorting. All of this attention lends to a fairly uniform coffee, especially when you consider it is dry process. The Gerba Doku is run by Gemechu Shonora, along with brothers Shebura, Morkata and Adugna. Their father worked for the local union many years ago as a coffee collector, going out into the surrounding towns buying coffee cherries from farmers. The processing site sits at 2200 meters above sea level, and some of the farms they buy from are even higher elevation! They produce both dry and wet process coffees. Dry process coffees typically dry in sun for 3 days, and then an addition 2+ weeks in the shade. We found the cup expressed relatively clean stone fruit flavors, and reminded me of some of the coffees we buy from cooperatives in the West. It does produce quite a bit of chaff, which is normal for this type of process. Just be aware of it and be sure to vaccuum your roaster between batches, especially for those with open heating elements, like a Behmor.",5.764058,38.292091,9.0,9.5,0,9.4,9.0,9.0,9.0,8.2,9.5,8.5,1.0,0.0,3.0,0.0,3.5,1.5,0.0,3.0,0.0,1.5,2.0,4.0
Ethiopia Dry Process Gerba Doku,https://www.sweetmarias.com/ethiopia-dry-process-gerba-doku-7711.html,"Powerfully flavored coffee, with a complex spice mix, fruits, and opaque bittersweetness. Chai and five spice overlay, accented by dried lime, fig, and bittering dark bakers chocolate. City+ to Full City+. Good for espresso.",8.75,Dry Process (Natural),90.1,Heirloom Types,Yes,"Gerba Doku, Bule Hora, Guji Zone",Dry Process (Natural),Raised Bed Sun-Dried,August 2023 Arrival,100,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".5 d/300gr, 14+ screen",City to Full City,Farm Gate,"The lot was processed at the Gerba Doku mill, not far from Gerba town, Guji Zone. It's one of two coffees we currently have from this mill (the other Fitsume), and both offer unique flavor profiles from this high altitude region. The Gerba Doku mill is run by Gemechu Shonora, along with brothers Shebura, Morkata and Adugna. Their father worked for the local union many years ago as a coffee collector, going out into the surrounding towns buying coffee cherries from farmers. The processing site sits at 2200 meters above sea level, and some of the farms they buy from are even higher elevation! They produce both dry and wet process coffees, the latter involves drying the whole coffee cherry - fruit, seed, and all. First, the coffee cherry is floated in water to remove any underripe coffee, which typically floats to the top, while the ripe coffee sinks. Once the coffee is moved to the drying tables it undergoes several more rounds of hand sorting. All of this attention lends to a fairly uniform coffee, especially when you consider it is dry process. Dry process coffees typically dry in sun for 3 days, and then an addition 2+ weeks in the shade. We found the cup expressed relatively clean stone fruit flavors, and reminded me of some of the coffees we buy from cooperatives in the West. It does produce quite a bit of chaff, which is normal for this type of process. Just be aware of it and be sure to vaccuum your roaster between batches, especially for those with open heating elements, like a Behmor.",5.764058,38.292091,8.8,9.2,0,8.8,9.3,8.5,8.3,7.9,9.5,8.5,0.0,0.0,3.0,1.0,2.5,1.5,2.5,4.5,0.0,2.0,2.5,4.5
Ethiopia Dry Process Hambela Buliye,https://www.sweetmarias.com/ethiopia-dry-process-hambela-buliye-7628.html,"Excels in middle-to-dark roasts, and as espresso too. Big rustic fruits, earthy sweetness, notes of plum, strawberry-rhubarb, dried apricot, and an aromatic woody aspect in the finish. City+ to Full City+. Good for espresso.",8.35,Dry Process (Natural),90.5,Heirloom Types,Yes,"Buliye Kebele, Hambela Wamena",Dry Process (Natural),Raised Bed Sun-Dried,July 2023 Arrival,120,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".6 d/300gr, 14-17 Screen",City+ to Full City+,Farm Gate,"Though this second lot of Buliye is from a different group than the one we sold earlier in the year, the coffee comes from the same Buliye village, in Hambela, and likely from a lot of the same small holder farmers. The station is Buno Buliye Buliye, and sits at a very high altitude of 2195 meters above sea level. They are process around 1.5 containers of dry process coffee, which believe it or not, is on the small side. It also means these 120 bags are roughly 1/3 of their output last year. These lots are made up of coffee from several hundred different farmers, most with only a couple hundred coffee trees or less. You tend to see coffee intercropped with other fruits and vegetables, ""false banana"" being one the more common food staples to see planted in the Hambela region. Dry processing is the oldest coffee processing method still used, and involves drying the coffee bean and cherry whole. From pictures you see, you might think you can just dump the cherries to the beds and wait. This is not the case, and the best lots take a lot of preparation! The coffee has to be spread out to a layer depth of only a few centimeters, no more, in order to allow air flow. The coffee is turned hourly, or even more frequently, in order to facilitate even drying and keep the coffee from molding. It's not difficult, but requires constant attention. Workers continually pull out lower quality coffee in the form of physical defects and coffee that was not harvested at peak ripeness in order to cultivate Grade 1 quality.",9.066666,35.500558,9.0,9.3,0,9.0,9.2,8.5,9.0,8.2,9.5,8.3,1.5,0.0,3.5,0.0,3.5,1.0,3.0,3.5,0.0,2.0,2.0,4.0
Ethiopia Dry Process Hambela Goro,https://www.sweetmarias.com/ethiopia-dry-process-hambela-goro-7627.html,"An intense, fragrant dry process coffee, saturated with fruited sweetness, top notes of strawberry, mixed berry compote, sorghum syrup, aromatic floral and rue, and darker roasts have a dried blueberry note. City to Full City.",8.40,Dry Process (Natural),92.2,Heirloom Types,Yes,"Kebele Goro Badessa, Woreda Hambela Wamena",Dry Process (Natural),Raised Bed Sun-Dried,July 2023 Arrival,160,60 KG,GrainPro Liner,Heirloom Varietals,Grade 1,".6 d/300gr, 14-17 Screen",City to Full City,Farm Gate,"The coffee comes from small holder coffee farmers in the Goro Badessa Woreda of Hambela Wamena, a high altitude region that tops out at 2100 meters above sea level. These lots are made up of coffee from several hundred different farmers, most with only a couple hundred coffee trees or less. You tend to see coffee intercropped with other fruits and vegetables, ""false banana"" being one the more common food staples to see planted in the Hambela region. The false banana plant has many uses, and is widely utilized for its starchy inners that are often fermented with yeast to make a bread (""kocho""), and the leaves can be transformed into roofs for houses, baskets, and more. The Goro coffee is processed in a nearby town at a privately run wet mill, where they process both washed and natural coffees. This lot underwent several layers of hand picking from the whole coffee cherry to the final milled green coffee in order to achieve ""Grade 1"" status.",5.941039,38.439906,9.0,9.5,0,9.4,9.2,9.3,9.3,8.0,9.6,8.2,2.0,0.0,3.5,0.0,3.5,0.0,3.5,3.0,0.0,1.5,2.0,4.0
Ethiopia Dry Process Harsu Wokilo,https://www.sweetmarias.com/ethiopia-dry-process-harsu-wokilo-7713.html,"Rustic fruits backed up by intense sweetness, and a floral overlay impacts the aroma. Cherry, raspberry juice, earthy fig jam, slab apricot, molasses, aromatic woody hints, and more. City to Full City.",8.75,Dry Process (Natural),91.9,Heirloom Types,Yes,"Harsu Wokilo, Uraga, Guji",Dry Process (Natural),Raised Bed Sun-Dried,August 2023 Arrival,100,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".6 d/300gr, 14+ Screen",City to Full City,Farm Gate,"This dry process coffee was processed at a private mill in the village of Harsu Wokilo, Uraga, and serves roughly 120 smallholder coffee farms in the surrounding area. The processing site sits at 2200 meters above sea level, and some of the farms reach as high as 2350 meters! The high altitude leads to some very small, dense coffee. This lot looks to be as small as 14 screen (measured as 14/64""), though I did not have any issues with beans finding their way through my Behmor grid drum. They produce both dry and wet process coffees. The dry process method involves drying the whole coffee cherry in the sun, fruit and all. When done with care, it can be complex, fruited, and even aromatic like their washed counterparts. Special attention is given to removing coffee that is not uniformly ripe in order to create their Grade 1 lots. It requires a lot of hand labor, and helps with uniformity in the cup. The coffee dries for 2-3 weeks on raised beds, then stored in a cool warehouse where it rests for at least a month before being prepared for export. The Harsu Wokilo mill is run by Gemechu Shonora, along with brothers Shebura, Morkata and Adugna. Their father worked for the local union many years ago as a coffee collector, going out into the surrounding towns buying coffee cherries from farmers.",6.002402,38.560926,9.2,9.4,0,9.2,9.0,8.8,9.0,7.8,9.5,8.5,2.0,0.0,3.0,0.0,3.5,1.0,3.0,3.0,0.0,2.0,0.0,4.0
Ethiopia Guji Hambela Dabaye,https://www.sweetmarias.com/ethiopia-guji-hambela-dabaye-7702.html,"Delicate and delicious, this wet-processed lot packs impressive sweetness, and elegant Guji floral cup characteristics. Notes of jasmine, honey, hibiscus tea, grapefruit, and citrus-like acidic impression. Well-suited for light roasting. City to City+.",8.25,Wet Process (Washed),91.5,Heirloom Types,Yes,"Dame Dabaye, Hambela Wamena, Guji",Wet Process (Washed),Raised Bed Sun-Dried,July 2023 Arrival,100,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".2 d/300gr, 14-16 Screen",City to City+,Farm Gate,"Hambela Dabaye is from longtime Guji coffee farmer and mill manager, Kedir Hassan. He is the older brother to Esmael Hassan, who you may remember as the producer of another Guji coffee we've also carried, Kayon Mountain. ""Dabaye"" is the name of the kebele where this Hambela station is located (a town, more or less). We were lucky enough to be hosted at this station on our December 2018 visit, camping out in a pair of military tents replete with cots, overlooking the couple hundred drying tables below us. Kedir is an incredibly proficient and capable engineer as well as coffee farmer, and built the entire Hambela station in one season. You wouldn't know this, as it's visually apparent everything was built with high processing standards, and with efficiency in mind. Of course he did not complete Hambela on his own, and thanks to his long standing connection with the the people in this area, he had much needed community support. Hambela sits at 1816 meters above sea level, and coffee is grown as high as 2100 meters. They mostly buy coffee from farmers in the surrounding kebeles of Buliye, Wamena, Borticha, Dari Rogicha and Dabaye, of course.",5.846100,38.665812,9.0,9.3,0,9.2,8.3,9.0,9.0,8.5,9.2,9.0,2.5,2.5,3.5,0.0,2.5,2.5,1.0,0.0,0.0,0.0,0.0,3.0
Ethiopia Organic Agaro Kenisa,https://www.sweetmarias.com/ethiopia-organic-agaro-kenisa-7697.html,"The cup sweetness has caramelized sugars and honey, fading to hints of orange creamsicle, slab apricot, subtle notes of woody spices and dried flowers. See cupping notes for roasting tips specific to this coffee. City to Full City+. Good for espresso.",8.20,Wet Process (Washed),89.6,Heirloom Types,Yes,Agaro,Wet Process (Washed),Raised Bed Sun-Dried,July 2023 Arrival,80,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".4 d/300gr, 15+ screen",City to Full City+,"Farm Gate, Organic/Fair Trade Cert.","Kenisa station is a newer coffee processing site run by the farmer's cooperative union we buy from in Agaro, who also manage Duromina, Nano Challa, Kedamai and others. ""Kenisa"" is the Oromifa word for ""bee"", and symbolizes the hard working people of the region. This region happens to produce some of the most incredible white honey we've tasted in Ethiopia, so the name is particularly fitting! The Kenisa station has registered 305 members since starting up 2 years ago. Initially, they set out on their own but lacked access to getting their coffee to the international market. The Agaro Union is well situated in this respect and is connecting them to a much wider network of buyers (lucky us!). We visited the site last January and the cleanliness and organization were impressive. They employ a water conserving Penagos 2500 to depulp the coffee and the machine looks brand new. We found the coffee from Kenisa to have a stone fruit flavor characteristic common to coffee from this region. Light roasts are delicious and the most vibrant cups. I noticed quite a few latent 'snaps' at the end of 1st crack making degree of roast a bit difficult to judge by sound alone. If you are shooting for a light roast, I would err on the side of caution and pull the roast 1:20 or so after 1st C begins and adjust from there.",7.781707,36.477847,8.7,8.9,0,8.8,9.0,8.6,8.8,8.3,9.0,9.0,1.0,3.0,3.5,2.0,2.5,2.0,1.5,3.0,0.0,1.0,2.0,4.0
Ethiopia Sidama Bensa Bombe,https://www.sweetmarias.com/ethiopia-sidama-bensa-bombe-7705.html,"Interesting aromatic bitterness, like pithy orange peel, fragrant and sweet, with notes of dried coriander, rue, earthy chocolate ""Mocha"" flavor (think Harrar), and dark chocolate almond finish. City+ to Full City+. Good for espresso.",7.20,Wet Process (Washed),88.7,Heirloom Types,Yes,"Shantawene Village, Sidama",Wet Process (Washed),Raised Bed Sun-Dried,August 2023 Arrival,100,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".2 d/300gr, 15+ Screen - mostly 15+, but we do see some smaller beans that are likely 14 screen",City to Full City+,Farm Gate,"Bombe is a privately owned farm and processing site near Shantawene Village, tucked away in the Bombe mountains of Ethiopia's Sidama growing region. Along with coffee from their own farm called ""Daye Bensa"", they are buying and processing coffee from local farmers from three different growing areas nearby - Shantawene, Bombe and Keramo villages. The samples we tasted from all three sites scored very high and we wound up buying wet and dry process lots from most of them. This lot is a mix of coffees harvested from their own farm and out growers around Bombe village. Ethiopian heirloom cultivars are the main seeds cultivated and altitude ranges from just under 2000 meters to 2100 meters above sea level. It's worth noting that the screen size is on the small side too. The majority of the coffee is 15+, but we are spotting a few 14 screen beans in there too. The biggest concern here is that these smaller, lower density beans will roast faster than the largest coffee. While that can be true, we found that either sticking to City to City+ roast range or slowing down the last leg of the roast helps keep the small beans from charring and darker 'roast' flavors at bay. Behmor users might give their drums a shake after loading the green coffee to allow the tiny beans to fall through before roasting.",6.516231,38.873185,8.6,8.8,0,8.8,8.5,8.2,8.7,8.0,9.3,9.5,1.0,1.0,3.5,2.0,2.0,2.0,1.0,3.5,1.5,1.5,2.5,3.5
Ethiopia Sidama Shantawene Village,https://www.sweetmarias.com/ethiopia-sidama-shantawene-village-7704.html,"Sweet notes of turbinado sugar and fruit draw out some of the more delicate cup flavors, like sweetened black tea, lemon, dried stone fruit, jasmine pearls, sage, herbal rue, and bright acidity. City to Full City.",8.10,Wet Process (Washed),89.5,Heirloom Types,Yes,"Shantawene Village, Sidama",Wet Process (Washed),Raised Bed Sun-Dried,August 2023 Arrival,100,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".2 d/300gr, 14+",City to Full City,Farm Gate,"This coffee comes from a privately owned farm and processing site in Shantawene Village, tucked away in the Bombe mountains of Ethiopia's Sidama growing region. Along with coffee from their own estate called ""Daye Bensa"", they are buying and processing coffee from local farmers from different growing areas nearby.  This lot is a mix of coffees harvested from outgrowers around Shantawene village. Although the wet mill is certified organic, we did not bring this coffee in as such this year. Being certified means that they register every small farmer who they buy from and certify that organic agricultural practices are being employed at the farm level (they also hold Rain Forest Alliance and UTZ certification). The farm and outgrowers are growing Ethiopian heirlooms and altitude ranges from just under 2000 meters to 2100 meters above sea level. It's worth noting that the screen size is on the small side too. The majority of the coffee is 15+, but we are spotting a few 14 screen beans in there too.",6.516231,38.873185,8.7,9.0,0,9.0,8.5,8.0,8.8,8.0,9.3,9.5,2.0,2.0,3.5,0.0,3.0,3.0,2.0,2.0,0.0,1.5,2.0,3.5
Kenya Kirinyaga Gikirima AB,https://www.sweetmarias.com/kenya-kirinyaga-gikirima-ab-7609.html,"Acidity is a strong point in Gikirima's cup profile, with tart flavor notes of huckleberries, Meyer lemon, and rooibos tea. Moderate sweetness helps balance this out, and the aftertaste is marked by bittering spice and herbs. City to Full City.",8.25,Wet Process (Washed),91.4,Bourbon Types,Yes,"Kibugu, Embu",Wet Process (Washed),Raised Bed Sun Dried,July 2023 Arrival,40,60 KG,GrainPro Liner,"SL 28, Ruiru 11,Batian",AB,".2 d/300gr, 15-17 Screen",City to Full City,Farm Gate,"The Gikirima Factory is located right on the border between Kirinyaga and Embu districts, serving farmers on both sides of that line. ""Factories"" are washing stations where coffee cherry is processed down to the green coffee seed. In most cases, this involves depulping the fruit, followed by a fermentation stage that washes away any remaining fruit mucilage, and then drying the coffee on raised beds. At Gikirima, the fruit is removed using a disc-type depulper, common to Kenya. The fermentation stage is typical held to 24 hours, and dry times range from 1 to 2 weeks depending on weather. The washing station sits on the south side of Mount Kenya at 1800 meters above sea level, and farms can reach up to 2000 meters. ""AB"" refers to the size of the coffee bean, in this case 15/64"" to 17/64"". These are the medium sized beans, only trumped by the slightly larger ""AA"". In terms of cup quality, there's not always a discernible difference. That said, the AA screen size always commands a higher price, even when it's not a better tasting coffee! We loved this AB separation from Gikirima, and think you will too.",-0.435868,37.430008,9.0,9.3,0,9.2,8.6,9.1,9.0,9.0,9.4,9.0,0.0,0.0,3.5,0.0,2.5,2.5,2.0,1.5,0.0,0.0,2.5,3.5
Kenya Kirinyaga Nguguini AA,https://www.sweetmarias.com/kenya-kirinyaga-ngunguini-aa-7634.html,"Syrupy sweetness supports tangy accents of tangerine, tamarind, cranberry, and dried cherry. Tart flavors help dial up the acidic impression, and the aftertaste has an aromatic hint of coconut water. City to Full City.",8.85,Wet Process (Washed),91,Bourbon Types,Yes,Kirinyaga,Wet Process (Washed),Raised Bed Sun Dried,July 2023 Arrival,53,60 KG,GrainPro Liner,"SL-28, SL-34, Ruiru-11",AA,".4 d/300gr, 17-19 Screen",City to Full City,Farm Gate,"Nguguini is a green coffee ""Factory"" located in the Kirinyaga district, just across the border from Nyeri. Factories are basically what we call a wet mill, or washing station, a local station where farmers bring coffee cherry fruit for processing in Kenya. These Factories are cooperatives made up by local coffee farmers in the surrounding villages, most of which have tiny plots of coffee, less than 1 hectare in size. Ngugu-ini was established in 1958 as part of the Kibirigwi Cooperative Society (""FCS""), an umbrella of eight Kirinyaga coops in total, serving more than 7,000 coffee farmers (Ngugu-ini has 1,200 members). The wet mill stands at 1650 meters above sea level, which is a good estimation of median altitude for the farms delivering here. AA, AB and Peaberry separations are made from a single day's harvest, and are merely separations of different bean size range. AA are the largest, and command the highest premiums, but we're never really sure which will shine brightest. In the case of this coffee, we didn't get to taste the AB and Peaberry separations, but were floored by the vibrance and complex matrix of flavor found in this AA.",-0.427635,37.318017,9.0,9.2,0,9.1,9.0,9.0,9.0,8.8,9.2,9.0,0.0,0.0,3.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,3.5
Kenya Nyeri Chinga Peaberry,https://www.sweetmarias.com/kenya-nyeri-chinga-peaberry-7735.html,"Underlying bittersweetness comes off like long-steeped, tannic black tea, Chai spice aroma, sweet-to-tart citrus flavors, and woody incense note that pulls out an earthy dimension in the cup. City+ to Full City+. Good for espresso.",8.20,Wet Process (Washed),90.7,Bourbon Types,Yes,Nyeri,Wet Process (Washed),Raised Bed Sun-Dried,August 2023 Arrival,16,60 KG,GrainPro Liner,"SL-28, SL-34, Ruiru 11",Peaberry,".2 d/300gr, 15 Peaberry Screen",City+ to Full City+,Farm Gate,"Chinga is one of several coffees we picked up from Othaya Farmer's Cooperative Society (FCS), an FCS that includes an impressive amount of wet mills, 18 in all, dating back to the late 1950s. Chinga Factory was the second mill to be developed under Othaya umbrella in 1960. ""Factories"" are essentially small washing stations aligned with a particular ""society"" in Kenya, what we would call a ""cooperative"". We return to the societies who seem to regularly produce some of the best Kenya coffees, and each year we come across societies that are new to us as well. Being one of the older Kenya FCS, we were well aware of the quality coming out of Othaya, and have had the good fortune to buy a few stellar lots the past few years. Chinga Peaberry was purchased direct, not through the Kenya auction system, so we could avoid the risk of losing it. To do this we pay a price that is higher than what the top auction bid might be, but it means we get the exact lot we want. This is a ""peaberry"" outturn, which occur when one of the two embryos that typically grown inside a coffee cherry fails to germinate, leaving only one seed to develop and grow into a small, rounded coffee bean. Peaberries can taste a little different than their flat bean counterparts, though not always the case. We picked up the large AA, and medium AB sizes, as well as this single 16 bag lot of peaberries from Chinga Factory.",-0.578466,36.851744,9.0,9.3,0,8.7,9.0,8.2,9.0,8.0,9.5,9.0,0.0,2.0,4.0,0.0,2.5,2.5,2.5,1.5,0.0,2.0,3.0,4.0
Kenya Nyeri Gichathaini AB,https://www.sweetmarias.com/kenya-nyeri-gichathaini-ab-7727.html,"Stunning flavor profiles of bright fruits and aromatic spices that lead to a long, contemplative finish. Notes of lemony citrus, orange spice tea, mulled cranberry juice, and Earl Grey. City to Full City.",8.40,Wet Process (Washed),91.5,Bourbon Types,Yes,"Karatina, Nyeri",Wet Process Kenya Type,Raised Bed Sun-Dried,August 2023 Arrival,40,60 KG,GrainPro Liner,Bourbon,AB,".2 d/300gr, 15-17 Screen",City to Full City,Farm Gate,"This second and final lot of Gichathaini is the AB grade selection from a wet mill in Nyeri, called Gichathaini. The wet mill (called a ""Factory"" in Kenya) is one third of the Gikanga Farmer's Cooperative Society, the other two being Kangocho and Ndaroini (the name ""Gikanda"" is actually made up of the first letters of the three factory names: GIchathaini + KAngocho + NDAroini). They have been an outstanding cooperative for years, and we used to see their coffee with some regularity, but the group we work with in Nyeri hasn't had any offers to show us for a few years. We actually had the opportunity to visit a few years back and hope to again soon. Like most of the region, the farmer members of Gichathaini work very small plots of land. Many have less than one hectare of land, and the preferred cultivars are SL-28, and SL-34 bourbon selections, known for good cup quality, especially when growing conditions are favorable. This region has very good altitude, starting at 1900 meters above sea level, and topping out around 2000.",-0.503576,37.155513,9.2,9.0,0,9.3,8.5,9.5,8.7,9.0,9.5,9.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.5,3.5
Kenya Nyeri Igutha AB,https://www.sweetmarias.com/kenya-nyeri-igutha-ab-7729.html,"The cup is bright and juicy, with syrupy body to boot. Hints of minimally processed sugar are followed by aromatic hints of Earl Grey, floral stone fruits, vibrant flavors of green grape, orange, and cranberry. City to Full City.",8.15,Wet Process (Washed),92.3,Bourbon Types,Yes,"Giathigu, Mukurweini District, Nyeri",Wet Process Kenya Type,Raised Bed Sun Dried,August 2023 Arrival,78,60 KG,GrainPro Liner,"SL-28, SL-34, Ruiru 11",AB,".5 d/300gr, 15-17 Screen - a few partial quakers",City to Full City,Farm Gate,"This is the AB grade selection from the Igutha wet mill in Nyeri. The wet mill (called a ""Factory"" in Kenya) operates under the Rugi Farmer's Cooperative Society, an umbrella organization that oversees operations of their associated wet mills, and helps with things like agronomical support to farmers, pre-financing during the harvest season, and marketing the coffees. It's my understanding that Rugi is an older coop, started back in the late 1960's. This is the first year we've tasted there coffee, and feel fortunate to have had the opportunity to pick up this stellar AB lot! Igutha currently has around 600 members delivering their coffee cherry to the mill, and farms are typically 1 hectare or less, and at an altitude range of 1700 - 1900 meters. After depulping the coffee, they employ up to 48 hour fermentation time to beak down the sticky fruit mucilage surrounding the seeds. The coffee is then moved to raised drying beds where it will dry for 2-3 weeks. The preferred cultivars are SL-28, and SL-34 bourbon selections, known for good cup quality, especially when growing conditions are favorable. But you also see Batain, Ruiru 11, quite common in Kenya.",-0.573930,37.089498,9.2,9.3,0,9.4,8.8,9.3,9.2,9.5,9.3,8.3,1.5,0.0,3.0,0.0,3.0,3.0,2.0,1.5,0.0,0.0,1.5,4.0
Kenya Nyeri Kiamwangi AB,https://www.sweetmarias.com/kenya-nyeri-kiamwangi-ab-7785.html,"Nice versatility for Kenyan coffee, from light roasts that are high-toned, to layered flavors of cocoa and dark fruit when roasted dark. Lemonade, rose hips, orange zest, blackberry, and dried currant. City to Full City+. Good for espresso.",8.25,Wet Process (Washed),90.6,Bourbon Types,Yes,"Kiamwangi, Nyeri",Wet Process Kenya Type,Raised Bed Sun Dried,October 2023 Arrival,25,60 KG,GrainPro Liner,"SL-28, SL-34, Ruiru 11",AB,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,"The Kiamwangi Factory operates under the umbrella of Iria-Ini Farmer's Cooperative Society (""FCS"") in Nyeri, a society that has been in operation since the mid-1950's. The wet mill sits at just under 1800 meters above sea level on the slopes of Mount Kenya. ""Factories"" are essentially small washing stations aligned with a particular ""society"" in Kenya, what we would call a ""cooperative"". In this case, the cooperative society is serving more than 700 farmers in the region. We return to the societies who seem to regularly produce some of the best Kenya coffees, and each year we come across societies that are new to us as well. This is an AB outturn, which means the beans are screened to separate out the coffee bean that measure 15/64 -17/64 of an inch. It's not always a sign of cup quality, but AB, AA and Peaberries are generally given extra care in the dry milling phase. We found the flavor and quality to be right in line with the AA lot we sold earlier this year.",-0.444256,37.157508,9.2,9.0,0,8.8,8.7,8.5,8.7,8.3,9.2,9.0,0.0,0.0,3.0,0.0,3.0,3.0,2.5,3.0,0.0,1.0,1.0,3.5
